title,kind,authors,day,time,session
"Learning Implicit Text Generation via Feature Matching Inkit Padhi, Pierre Dognin, Ke Bai, Cícero Nogueira dos Santos, Vijil Chenthama-",Short,"rakshan, Youssef Mroueh and Payel Das",2020/07/07,13:00–14:00,Session 8B Generation-10
"Two Birds, One Stone: A Simple, Uniﬁed Model for Text Generation from Structured and Unstructured Data",Short,"Hamidreza Shahidi, Ming Li and Jimmy Lin",2020/07/07,13:00–14:00,Session 8B Generation-10
Does Syntax Need to Grow on Trees? Sources of Hierarchical Inductive Bias in Sequence-to-Sequence Networks,TACL,"R. Thomas McCoy, Robert Frank, Tal Linzen",2020/07/07,13:00–14:00,Session 8B Interpretability and Analysis of Models for NLP-4
Human Attention Maps for Text Classiﬁcation: Do Humans and Neural Networks Focus on the Same Words?,Long,"Cansu Sen, Thomas Hartvigsen, Biao Yin, Xiangnan Kong and Elke Rundensteiner",2020/07/07,13:00–14:00,Session 8B Interpretability and Analysis of Models for NLP-4
"Information-Theoretic Probing for Linguistic Structure Tiago Pimentel, Josef Valvoda, Rowan Hall Maudslay, Ran Zmigrod, Adina",Long,Williams and Ryan Cotterell,2020/07/07,13:00–14:00,Session 8B Interpretability and Analysis of Models for NLP-4
Membership Inference Attacks on Sequence-to-Sequence Models: Is My Data In Your Machine Translation System?,TACL,"Sorami Hisamoto, Matt Post, Kevin Duh",2020/07/07,13:00–14:00,Session 8B Interpretability and Analysis of Models for NLP-4
On the Cross-lingual Transferability of Monolingual Representations,Long,"Mikel Artetxe, Sebastian Ruder and Dani Yogatama",2020/07/07,13:00–14:00,Session 8B Interpretability and Analysis of Models for NLP-4
Perturbed Masking: Parameter-free Probing for Analyzing and Interpreting BERT,Long,"Zhiyong Wu, Yun Chen, Ben Kao and Qun Liu",2020/07/07,13:00–14:00,Session 8B Interpretability and Analysis of Models for NLP-4
Quantifying Attention Flow in Transformers,Short,Samira Abnar and Willem Zuidema,2020/07/07,13:00–14:00,Session 8B Interpretability and Analysis of Models for NLP-4
"Similarity Analysis of Contextual Word Representation Models John Wu, Yonatan Belinkov, Hassan Sajjad, Nadir Durrani, Fahim Dalvi and James",Long,Glass,2020/07/07,13:00–14:00,Session 8B Interpretability and Analysis of Models for NLP-4
Tabula nearly rasa: Probing the linguistic knowledge of character-level neural language models trained on unsegmented text,TACL,"Michael Hahn, Marco Baroni",2020/07/07,,
Towards Faithfully Interpretable NLP Systems: How Should We Deﬁne and Evaluate Faithfulness?,Short,Alon Jacovi and Yoav Goldberg,2020/07/07,,
What BERT Is Not: Lessons from a New Suite of Psycholinguistic Diagnos- tics for Language Models,TACL,Allyson Ettinger,2020/07/07,,
Attentive Pooling with Learnable Norms for Text Representation,Long,"Chuhan Wu, Fangzhao Wu, Tao Qi, Xiaohui Cui and Yongfeng Huang",2020/07/07,13:00–14:00,Session 8B Machine Learning for NLP-9
Bayesian Hierarchical Words Representation Learning,Short,"Oren Barkan, Idan Rejwan, Avi Caciularu and Noam Koenigstein",2020/07/07,13:00–14:00,Session 8B Machine Learning for NLP-9
On the Encoder-Decoder Incompatibility in Variational Text Modeling and Beyond,Long,"Chen Wu, Prince Zizhuang Wang and William Yang Wang",2020/07/07,13:00–14:00,Session 8B Machine Learning for NLP-9
"Pre-training Is (Almost) All You Need: An Application to Commonsense Reasoning Alexandre Tamborrino, Nicola Pellicanò, Baptiste Pannier, Pascal Voitot and Louise",Long,Naudin,2020/07/07,13:00–14:00,Session 8B Machine Learning for NLP-9
SEEK: Segmented Embedding of Knowledge Graphs,Long,"Wentao Xu, Shun Zheng, Liang He, Bin Shao, Jian Yin and Tie-Yan Liu",2020/07/07,13:00–14:00,Session 8B Machine Learning for NLP-9
"SenseBERT: Driving Some Sense into BERT Yoav Levine, Barak Lenz, Or Dagan, Ori Ram, Dan Padnos, Or Sharir, Shai Shalev-",Long,"Shwartz, Amnon Shashua and Yoav Shoham",2020/07/07,13:00–14:00,Session 8B Machine Learning for NLP-9
Single Model Ensemble using Pseudo-Tags and Distinct Vectors,Short,"Ryosuke Kuwabara, Jun Suzuki and Hideki Nakayama",2020/07/07,13:00–14:00,Session 8B Machine Learning for NLP-9
Tchebycheff Procedure for Multi-task Text Classiﬁcation,Long,"Yuren Mao, Shuang Yun, Weiwei Liu and Bo Du",2020/07/07,13:00–14:00,Session 8B Machine Learning for NLP-9
A Relaxed Matching Procedure for Unsupervised BLI,Short,"Xu Zhao, Zihao Wang, Yong Zhang and Hao Wu",2020/07/07,13:00–14:00,Session 8B NLP Applications-7
A Systematic Study of Inner-Attention-Based Sentence Representations in Mul- tilingual Neural Machine Translation,CL,"Raúl Vázquez, Alessandro Raganato, Mathias Creutz, Jörg Tiedemann",2020/07/07,13:00–14:00,Session 8B NLP Applications-7
"Better Document-level Machine Translation with Bayes’ Rule Lei Yu, Laurent Sartran, Wojciech Stokowiec, Wang Ling, Lingpeng Kong, Phil",TACL,"Blunsom, Chris Dyer",2020/07/07,13:00–14:00,Session 8B NLP Applications-7
Selecting Backtranslated Data from Multiple Sources for Improved Neural Machine Translation,Long,"Xabier Soto, Dimitar Shterionov, Alberto Poncelas and Andy Way",2020/07/07,13:00–14:00,Session 8B NLP Applications-7
Unsupervised Word Translation with Adversarial Autoencoder,CL,"Tasnim Mohiuddin, Shaﬁq Joty",2020/07/07,13:00–14:00,Session 8B NLP Applications-7
Empowering Active Learning to Jointly Optimize System and User Demands,Long,"Ji-Ung Lee, Christian M. Meyer and Iryna Gurevych",2020/07/07,13:00–14:00,Session 8B NLP Applications-7
Encoder-Decoder Models Can Beneﬁt from Pre-trained Masked Language Models in Grammatical Error Correction,Short,"Masahiro Kaneko, Masato Mita, Shun Kiyono, Jun Suzuki and Kentaro Inui",2020/07/07,13:00–14:00,Session 8B NLP Applications-7
"Graph Neural News Recommendation with Unsupervised Preference Disen- tanglement Linmei Hu, Siyong Xu, Chen Li, Cheng Yang, Chuan Shi, Nan Duan, Xing Xie and",Long,Ming Zhou,2020/07/07,13:00–14:00,Session 8B NLP Applications-7
Hiring Now: A Skill-Aware Multi-Attention Model for Job Posting Genera- tion,Long,"Liting Liu, Jie Liu, Wenzheng Zhang, Ziming Chi, Wenxuan Shi and Yalou Huang",2020/07/07,13:00–14:00,Session 8B NLP Applications-7
Identifying Principals and Accessories in a Complex Case based on the Comprehension of Fact Description,Short,"Yakun Hu, Zhunchen Luo and Wenhan Chao",2020/07/07,13:00–14:00,Session 8B NLP Applications-7
"Joint Modelling of Emotion and Abusive Language Detection Santhosh Rajamanickam, Pushkar Mishra, Helen Yannakoudakis and Ekaterina",Long,Shutova,2020/07/07,13:00–14:00,Session 8B NLP Applications-7
Programming in Natural Language with fuSE: Synthesizing Methods from Spoken Utterances Using Deep Natural Language Understanding,Long,"Sebastian Weigelt, Vanessa Steurer, Tobias Hey and Walter F. Tichy",2020/07/07,,
"Toxicity Detection: Does Context Really Matter? John Pavlopoulos, Jeffrey Sorensen, Lucas Dixon, Nithum Thain and Ion Androut-",Long,sopoulos,2020/07/07,,
"ASSET: A Dataset for Tuning and Evaluation of Sentence Simpliﬁcation Models with Multiple Rewriting Transformations Fernando Alva-Manchego, Louis Martin, Antoine Bordes, Carolina Scarton, Benoît",Long,Sagot and Lucia Specia,2020/07/07,13:00–14:00,Session 8B Resources and Evaluation-8
Automatic Machine Translation Evaluation using Source Language Inputs and Cross-lingual Language Model,Short,"Kosuke Takahashi, Katsuhito Sudoh and Satoshi Nakamura",2020/07/07,13:00–14:00,Session 8B Resources and Evaluation-8
"Fatality Killed the Cat or: BabelPic, a Multimodal Dataset for Non- Concrete Concepts",Short,"Agostina Calabrese, Michele Bevilacqua and Roberto Navigli",2020/07/07,13:00–14:00,Session 8B Resources and Evaluation-8
Paraphrase-Sense-Tagged Sentences,TACL,"Anne Cocos, Chris Callison-Burch",2020/07/07,13:00–14:00,Session 8B Resources and Evaluation-8
That is a Known Lie: Detecting Previously Fact-Checked Claims,Long,"Shaden Shaar, Nikolay Babulkov, Giovanni Da San Martino and Preslav Nakov",2020/07/07,13:00–14:00,Session 8B Resources and Evaluation-8
"Aspect Sentiment Classiﬁcation with Document-level Sentiment Preference Modeling Xiao Chen, Changlong Sun, Jingjing Wang, Shoushan Li, Luo Si, Min Zhang and",Long,Guodong Zhou,2020/07/07,13:00–14:00,"Session 8B Sentiment Analysis, Stylistic Analysis, and Argument Mining-6"
"ECPE-2D: Emotion-Cause Pair Extraction based on Joint Two- Dimensional Representation, Interaction and Prediction",Long,"Zixiang Ding, Rui Xia and Jianfei Yu",2020/07/07,13:00–14:00,"Session 8B Sentiment Analysis, Stylistic Analysis, and Argument Mining-6"
"From Arguments to Key Points: Towards Automatic Argument Summariza- tion Roy Bar-Haim, Lilach Eden, Roni Friedman, Yoav Kantor, Dan Lahav and Noam",Long,Slonim,2020/07/07,13:00–14:00,"Session 8B Sentiment Analysis, Stylistic Analysis, and Argument Mining-6"
"He said ""who’s gonna take care of your children when you are at ACL?"": Reported Sexist Acts are Not Sexist Patricia Chiril, Véronique MORICEAU, Farah Benamara, Alda Mari, Gloria Origgi",Long,and Marlène Coulomb-Gully,2020/07/07,13:00–14:00,"Session 8B Sentiment Analysis, Stylistic Analysis, and Argument Mining-6"
"Modeling Label Semantics for Predicting Emotional Reactions Radhika Gaonkar, Heeyoung Kwon, Mohaddeseh Bastan, Niranjan Balasubrama-",Short,nian and Nathanael Chambers,2020/07/07,13:00–14:00,"Session 8B Sentiment Analysis, Stylistic Analysis, and Argument Mining-6"
"SKEP: Sentiment Knowledge Enhanced Pre-training for Sentiment Analysis Hao Tian, Can Gao, Xinyan Xiao, Hao Liu, Bolei He, Hua Wu, Haifeng Wang and",Long,feng wu,2020/07/07,13:00–14:00,"Session 8B Sentiment Analysis, Stylistic Analysis, and Argument Mining-6"
How Accents Confound: Probing for Accent Information in End-to-End Speech Recognition Systems,Long,Archiki Prasad and Preethi Jyothi,2020/07/07,13:00–14:00,"Session 8B Sentiment Analysis, Stylistic Analysis, and Argument Mining-6"
Learning Spoken Language Representations with Neural Lattice Language Modeling,Short,Chao-Wei Huang and Yun-Nung Chen,2020/07/07,13:00–14:00,"Session 8B Sentiment Analysis, Stylistic Analysis, and Argument Mining-6"
"Meta-Transfer Learning for Code-Switched Speech Recognition Genta Indra Winata, Samuel Cahyawijaya, Zhaojiang Lin, Zihan Liu, Peng Xu and",Short,Pascale Fung,2020/07/07,13:00–14:00,"Session 8B Sentiment Analysis, Stylistic Analysis, and Argument Mining-6"
Multimodal Transformer for Multimodal Machine Translation,Short,Shaowei Yao and Xiaojun Wan,2020/07/07,13:00–14:00,"Session 8B Sentiment Analysis, Stylistic Analysis, and Argument Mining-6"
"Sentiment and Emotion help Sarcasm? A Multi-task Learning Framework for Multi-Modal Sarcasm, Sentiment and Emotion Analysis",Long,"Dushyant Singh Chauhan, Dhanush S R, Asif Ekbal and Pushpak Bhattacharyya",2020/07/07,,
SimulSpeech: End-to-End Simultaneous Speech to Text Translation,Long,"Yi Ren, Jinglin Liu, Xu Tan, Chen Zhang, Tao QIN, Zhou Zhao and Tie-Yan Liu",2020/07/07,,
Towards Emotion-aided Multi-modal Dialogue Act Classiﬁcation,Long,"Tulika Saha, Aditya Patra, Sriparna Saha and Pushpak Bhattacharyya",2020/07/07,,
"Pre-training via Leveraging Assisting Languages for Neural Machine Trans- lation Haiyue Song, Raj Dabre, Zhuoyuan Mao, Fei Cheng, Sadao Kurohashi and Eiichiro",SRW,Sumita,2020/07/07,13:00–14:00,Session 8B Student Research Workshop
"Preventing Critical Scoring Errors in Short Answer Scoring with Conﬁdence Estimation Hiroaki Funayama, Shota Sasaki, Yuichiroh Matsubayashi, Tomoya Mizumoto, Jun",SRW,"Suzuki, Masato Mita and Kentaro Inui",2020/07/07,13:00–14:00,Session 8B Student Research Workshop
"Photon: A Robust Cross-Domain Text-to-SQL System Jichuan Zeng, Xi Victoria Lin, Steven C.H. Hoi, Richard Socher, Caiming Xiong,",Demo,Michael Lyu and Irwin King,2020/07/07,17:00–17:45,"[Demo] Nakdan: Professional Hebrew Diacritizer
Avi Shmidman, Shaltiel Shmidman, Moshe Koppel and Yoav Goldberg"
OpusFilter: A Conﬁgurable Parallel Corpus Filtering Toolbox,Demo,"Mikko Aulamo, Sami Virpioja and Jörg Tiedemann",2020/07/07,17:00–17:45,"[Demo] Nakdan: Professional Hebrew Diacritizer
Avi Shmidman, Shaltiel Shmidman, Moshe Koppel and Yoav Goldberg"
CraftAssist Instruction Parsing: Semantic Parsing for a Voxel-World Assis- tant,Long,"Kavya Srinet, Yacine Jernite, Jonathan Gray and arthur szlam",2020/07/07,17:00–18:00,Session 9A Dialogue and Interactive Systems-11
"Don’t Say That! Making Inconsistent Dialogue Unlikely with Unlikelihood Training Margaret Li, Stephen Roller,",Long,Kyunghyun Cho and Jason Weston,2020/07/07,17:00–18:00,Session 9A Dialogue and Interactive Systems-11
"Compositionality and Generalization In Emergent Languages Rahma Chaabouni, Eugene Kharitonov, Diane Bouchacourt, Emmanuel Dupoux",Long,and Marco Baroni,2020/07/07,17:00–18:00,Session 9A Interpretability and Analysis of Models for NLP-5
How does BERT’s attention change when you ﬁne-tune? An analysis methodology and a case study in negation scope,Long,Yiyun Zhao and Steven Bethard,2020/07/07,17:00–18:00,Session 9A Interpretability and Analysis of Models for NLP-5
Human Attention Maps for Text Classiﬁcation: Do Humans and Neural Networks Focus on the Same Words?,Long,"Cansu Sen, Thomas Hartvigsen, Biao Yin, Xiangnan Kong and Elke Rundensteiner",2020/07/07,17:00–18:00,Session 9A Interpretability and Analysis of Models for NLP-5
Inﬂuence Paths for Characterizing Subject-Verb Number Agreement in LSTM Language Models,Long,"Kaiji Lu, Piotr Mardziel, Klas Leino, Matt Fredrikson and Anupam Datta",2020/07/07,17:00–18:00,Session 9A Interpretability and Analysis of Models for NLP-5
"Information-Theoretic Probing for Linguistic Structure Tiago Pimentel, Josef Valvoda, Rowan Hall Maudslay, Ran Zmigrod, Adina",Long,Williams and Ryan Cotterell,2020/07/07,17:00–18:00,Session 9A Interpretability and Analysis of Models for NLP-5
Interpreting Pretrained Contextualized Representations via Reductions to Static Embeddings,Long,"Rishi Bommasani, Kelly Davis and Claire Cardie",2020/07/07,,
"Learning to Deceive with Attention-Based Explanations Danish Pruthi, Mansi Gupta, Bhuwan Dhingra, Graham Neubig and Zachary C.",Long,Lipton,2020/07/07,,
On the Spontaneous Emergence of Discrete and Compositional Signals,Short,"Nur Geffen Lan, Emmanuel Chemla and Shane Steinert-Threlkeld",2020/07/07,,
"Similarity Analysis of Contextual Word Representation Models John Wu, Yonatan Belinkov, Hassan Sajjad, Nadir Durrani, Fahim Dalvi and James",Long,Glass,2020/07/07,,
Spying on Your Neighbors: Fine-grained Probing of Contextual Embeddings for Information about Surrounding Words,Long,Josef Klafka and Allyson Ettinger,2020/07/07,,
Dense-Caption Matching and Frame-Selection Gating for Temporal Local- ization in VideoQA,Long,"Hyounghun Kim, Zineng Tang and Mohit Bansal",2020/07/07,17:00–18:00,"Session 9A Language Grounding to Vision, Robotics and Beyond-3"
Shaping Visual Representations with Language for Few-Shot Classiﬁcation,Short,"Jesse Mu, Percy Liang and Noah Goodman",2020/07/07,17:00–18:00,"Session 9A Language Grounding to Vision, Robotics and Beyond-3"
"A Probabilistic Generative Model for Typographical Analysis of Early Mod- ern Printing Kartik Goyal, Chris Dyer, Christopher Warren, Maxwell G’Sell and Taylor Berg-",Short,Kirkpatrick,2020/07/07,17:00–18:00,Session 9A Machine Learning for NLP-10
Discrete Latent Variable Representations for Low-Resource Text Classiﬁca- tion,Long,"Shuning Jin, Sam Wiseman, Karl Stratos and Karen Livescu",2020/07/07,17:00–18:00,Session 9A Machine Learning for NLP-10
Learning Constraints for Structured Prediction Using Rectiﬁer Networks,Long,"Xingyuan Pan, Maitrey Mehta and Vivek Srikumar",2020/07/07,17:00–18:00,Session 9A Machine Learning for NLP-10
Pretraining with Contrastive Sentence Objectives Improves Discourse Per- formance of Language Models,Long,"Dan Iter, Kelvin Guu, Larry Lansing and Dan Jurafsky",2020/07/07,17:00–18:00,Session 9A Machine Learning for NLP-10
"SenseBERT: Driving Some Sense into BERT Yoav Levine, Barak Lenz, Or Dagan, Ori Ram, Dan Padnos, Or Sharir, Shai Shalev-",Long,"Shwartz, Amnon Shashua and Yoav Shoham",2020/07/07,17:00–18:00,Session 9A Machine Learning for NLP-10
"SpanBERT: Improving Pre-training by Representing and Predicting Spans Mandar Joshi, Danqi Chen, Yinhan Liu, Daniel S. Weld, Luke Zettlemoyer, Omer",TACL,Levy,2020/07/07,17:00–18:00,Session 9A Machine Learning for NLP-10
"A Recipe for Creating Multimodal Aligned Datasets for Sequential Tasks Angela Lin, Sudha Rao, Asli Celikyilmaz, Elnaz Nouri, Chris Brockett, Debadeepta",Long,Dey and Bill Dolan,2020/07/07,17:00–18:00,Session 9A Machine Learning for NLP-10
"ASSET: A Dataset for Tuning and Evaluation of Sentence Simpliﬁcation Models with Multiple Rewriting Transformations Fernando Alva-Manchego, Louis Martin, Antoine Bordes, Carolina Scarton, Benoît",Long,Sagot and Lucia Specia,2020/07/07,17:00–18:00,Session 9A Machine Learning for NLP-10
"Adversarial NLI: A New Benchmark for Natural Language Understanding Yixin Nie, Adina Williams, Emily Dinan, Mohit Bansal, Jason Weston and Douwe",Long,Kiela,2020/07/07,17:00–18:00,Session 9A Machine Learning for NLP-10
Beyond Accuracy: Behavioral Testing of NLP Models with CheckList,Long,"Marco Tulio Ribeiro, Tongshuang Wu, Carlos Guestrin and Sameer Singh",2020/07/07,17:00–18:00,Session 9A Machine Learning for NLP-10
ChartDialogs: Plotting from Natural Language Instructions,Long,Yutong Shao and Ndapa Nakashole,2020/07/07,,
Code and Named Entity Recognition in StackOverﬂow,Long,"Jeniya Tabassum, Mounica Maddela, Wei Xu and Alan Ritter",2020/07/07,,
Dialogue-Based Relation Extraction,Long,"Dian Yu, Kai Sun, Claire Cardie and Dong Yu",2020/07/07,,
